,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
78,Шымкент,2024,71.97203809523808,950.8,459.8,72
77,Шымкент,2024,71.99929523809521,950.7,457.7,73
76,Шымкент,2024,72.02655238095235,950.6,455.6,74
75,Шымкент,2024,72.05380952380949,950.5,453.5,75
74,Шымкент,2024,72.08106666666663,950.4,451.4,76
73,Шымкент,2024,72.10832380952377,950.3,449.3,77
72,Шымкент,2024,72.1355809523809,950.2,447.2,78
71,Шымкент,2024,72.16283809523804,950.1,445.1,79
70,Шымкент,2024,72.19009523809518,950.0,443.0,80
20,Ұлытау,2024,71.44,978.0,440.0,21
21,Ұлытау,2024,71.44,978.1,443.6,22
22,Ұлытау,2024,71.44,978.2,447.2,23
23,Ұлытау,2024,71.44,978.3,450.8,24
24,Ұлытау,2024,71.44,978.4,454.4,25
25,Ұлытау,2024,71.44,978.5,458.0,26
26,Ұлытау,2024,71.44,978.6,461.6,27
27,Ұлытау,2024,71.44,978.7,465.2,28
28,Ұлытау,2024,71.44,978.8,468.8,29
29,Ұлытау,2024,71.44,978.9,472.4,30
30,Абай,2025,73.8,419.0,469.0,31
31,Абай,2025,73.8,419.1,470.7,32
32,Абай,2025,73.8,419.2,472.4,33
33,Абай,2025,73.8,419.3,474.1,34
34,Абай,2025,73.8,419.4,475.8,35
35,Абай,2025,73.8,419.5,477.5,36
36,Абай,2025,73.8,419.6,479.2,37
37,Абай,2025,73.8,419.7,480.9,38
38,Абай,2025,73.8,419.8,482.6,39
39,Абай,2025,73.8,419.9,484.3,40
260,Акмолинская,2025,73.24702463768119,447.0,478.0,261
261,Акмолинская,2025,73.28887768115945,447.1,478.2,262
262,Акмолинская,2025,73.33073072463772,447.2,478.4,263
263,Акмолинская,2025,73.37258376811597,447.3,478.6,264
264,Акмолинская,2025,73.41443681159424,447.4,478.8,265
265,Акмолинская,2025,73.4562898550725,447.5,479.0,266
266,Акмолинская,2025,73.49814289855075,447.6,479.2,267
267,Акмолинская,2025,73.53999594202902,447.7,479.4,268
268,Акмолинская,2025,73.58184898550728,447.8,479.6,269
269,Акмолинская,2025,73.62370202898555,447.9,479.8,270
260,Актюбинская,2025,76.09634782608691,475.0,466.0,261
261,Актюбинская,2025,76.14517608695647,475.1,468.8,262
262,Актюбинская,2025,76.19400434782604,475.2,471.6,263
263,Актюбинская,2025,76.2428326086956,475.3,474.4,264
264,Актюбинская,2025,76.29166086956516,475.4,477.2,265
265,Актюбинская,2025,76.34048913043472,475.5,480.0,266
266,Актюбинская,2025,76.38931739130427,475.6,482.8,267
267,Актюбинская,2025,76.43814565217384,475.7,485.6,268
268,Актюбинская,2025,76.4869739130434,475.8,488.4,269
269,Актюбинская,2025,76.53580217391297,475.9,491.2,270
260,Алматинская,2025,74.43560000000002,503.0,473.0,261
261,Алматинская,2025,74.46913000000002,503.1,474.1,262
262,Алматинская,2025,74.50266000000002,503.2,475.2,263
263,Алматинская,2025,74.53619,503.3,476.3,264
264,Алматинская,2025,74.56972,503.4,477.4,265
265,Алматинская,2025,74.60325,503.5,478.5,266
266,Алматинская,2025,74.63678,503.6,479.6,267
267,Алматинская,2025,74.67031,503.7,480.7,268
268,Алматинская,2025,74.70383999999999,503.8,481.8,269
269,Алматинская,2025,74.73736999999998,503.9,482.9,270
260,Алматы,2025,77.63583333333338,895.0,479.0,261
261,Алматы,2025,77.67633333333337,895.1,480.9,262
262,Алматы,2025,77.71683333333337,895.2,482.8,263
263,Алматы,2025,77.75733333333338,895.3,484.7,264
264,Алматы,2025,77.79783333333337,895.4,486.6,265
265,Алматы,2025,77.83833333333337,895.5,488.5,266
266,Алматы,2025,77.87883333333336,895.6,490.4,267
267,Алматы,2025,77.91933333333336,895.7,492.3,268
268,Алматы,2025,77.95983333333336,895.8,494.2,269
269,Алматы,2025,78.00033333333336,895.9,496.1,270
260,Астана,2025,77.71661739130434,923.0,461.0,261
261,Астана,2025,77.74986130434783,923.1,463.9,262
262,Астана,2025,77.78310521739131,923.2,466.8,263
263,Астана,2025,77.8163491304348,923.3,469.7,264
264,Астана,2025,77.84959304347828,923.4,472.6,265
265,Астана,2025,77.88283695652177,923.5,475.5,266
266,Астана,2025,77.91608086956526,923.6,478.4,267
267,Астана,2025,77.94932478260874,923.7,481.3,268
268,Астана,2025,77.98256869565223,923.8,484.2,269
269,Астана,2025,78.01581260869571,923.9,487.1,270
260,Атырауская,2025,75.16436521739126,531.0,472.0,261
261,Атырауская,2025,75.2080073913043,531.1,472.9,262
262,Атырауская,2025,75.25164956521735,531.2,473.8,263
263,Атырауская,2025,75.29529173913039,531.3,474.7,264
264,Атырауская,2025,75.33893391304343,531.4,475.6,265
265,Атырауская,2025,75.38257608695648,531.5,476.5,266
266,Атырауская,2025,75.42621826086952,531.6,477.4,267
267,Атырауская,2025,75.46986043478256,531.7,478.3,268
268,Атырауская,2025,75.5135026086956,531.8,479.2,269
269,Атырауская,2025,75.55714478260865,531.9,480.1,270
260,ВКО,2025,73.48851594202893,559.0,470.0,261
261,ВКО,2025,73.52636202898546,559.1,471.5,262
262,ВКО,2025,73.56420811594198,559.2,473.0,263
263,ВКО,2025,73.60205420289851,559.3,474.5,264
264,ВКО,2025,73.63990028985503,559.4,476.0,265
265,ВКО,2025,73.67774637681157,559.5,477.5,266
266,ВКО,2025,73.7155924637681,559.6,479.0,267
267,ВКО,2025,73.75343855072462,559.7,480.5,268
268,ВКО,2025,73.79128463768116,559.8,482.0,269
269,ВКО,2025,73.82913072463768,559.9,483.5,270
260,Жамбылская,2025,73.88216811594202,587.0,471.0,261
261,Жамбылская,2025,73.91518594202898,587.1,472.6,262
262,Жамбылская,2025,73.94820376811595,587.2,474.2,263
263,Жамбылская,2025,73.9812215942029,587.3,475.8,264
264,Жамбылская,2025,74.01423942028987,587.4,477.4,265
265,Жамбылская,2025,74.04725724637683,587.5,479.0,266
266,Жамбылская,2025,74.08027507246379,587.6,480.6,267
267,Жамбылская,2025,74.11329289855075,587.7,482.2,268
268,Жамбылская,2025,74.14631072463771,587.8,483.8,269
269,Жамбылская,2025,74.17932855072468,587.9,485.4,270
30,Жетісу,2025,74.38,615.0,463.0,31
31,Жетісу,2025,74.38,615.1,465.9,32
32,Жетісу,2025,74.38,615.2,468.8,33
33,Жетісу,2025,74.38,615.3,471.7,34
34,Жетісу,2025,74.38,615.4,474.6,35
35,Жетісу,2025,74.38,615.5,477.5,36
36,Жетісу,2025,74.38,615.6,480.4,37
37,Жетісу,2025,74.38,615.7,483.3,38
38,Жетісу,2025,74.38,615.8,486.2,39
39,Жетісу,2025,74.38,615.9,489.1,40
260,ЗКО,2025,74.30650000000003,643.0,474.0,261
261,ЗКО,2025,74.34470000000003,643.1,476.5,262
262,ЗКО,2025,74.38290000000003,643.2,479.0,263
263,ЗКО,2025,74.42110000000005,643.3,481.5,264
264,ЗКО,2025,74.45930000000006,643.4,484.0,265
265,ЗКО,2025,74.49750000000006,643.5,486.5,266
266,ЗКО,2025,74.53570000000006,643.6,489.0,267
267,ЗКО,2025,74.57390000000007,643.7,491.5,268
268,ЗКО,2025,74.61210000000008,643.8,494.0,269
269,ЗКО,2025,74.65030000000009,643.9,496.5,270
260,Карагандинская,2025,73.41992173913036,671.0,459.0,261
261,Карагандинская,2025,73.46205913043471,671.1,461.4,262
262,Карагандинская,2025,73.50419652173905,671.2,463.8,263
263,Карагандинская,2025,73.5463339130434,671.3,466.2,264
264,Карагандинская,2025,73.58847130434773,671.4,468.6,265
265,Карагандинская,2025,73.63060869565209,671.5,471.0,266
266,Карагандинская,2025,73.67274608695644,671.6,473.4,267
267,Карагандинская,2025,73.71488347826077,671.7,475.8,268
268,Карагандинская,2025,73.75702086956512,671.8,478.2,269
269,Карагандинская,2025,73.79915826086946,671.9,480.6,270
260,Костанайская,2025,73.504063768116,699.0,465.0,261
261,Костанайская,2025,73.54094811594209,699.1,467.8,262
262,Костанайская,2025,73.57783246376816,699.2,470.6,263
263,Костанайская,2025,73.61471681159425,699.3,473.4,264
264,Костанайская,2025,73.65160115942032,699.4,476.2,265
265,Костанайская,2025,73.68848550724641,699.5,479.0,266
266,Костанайская,2025,73.7253698550725,699.6,481.8,267
267,Костанайская,2025,73.76225420289857,699.7,484.6,268
268,Костанайская,2025,73.79913855072466,699.8,487.4,269
269,Костанайская,2025,73.83602289855074,699.9,490.2,270
260,Кызылординская,2025,74.34230579710152,727.0,477.0,261
261,Кызылординская,2025,74.37951710144934,727.1,478.9,262
262,Кызылординская,2025,74.41672840579716,727.2,480.8,263
263,Кызылординская,2025,74.45393971014497,727.3,482.7,264
264,Кызылординская,2025,74.49115101449279,727.4,484.6,265
265,Кызылординская,2025,74.5283623188406,727.5,486.5,266
266,Кызылординская,2025,74.56557362318843,727.6,488.4,267
267,Кызылординская,2025,74.60278492753625,727.7,490.3,268
268,Кызылординская,2025,74.63999623188406,727.8,492.2,269
269,Кызылординская,2025,74.67720753623188,727.9,494.1,270
260,Мангистауская,2025,76.77106811594206,755.0,475.0,261
261,Мангистауская,2025,76.823155942029,755.1,477.5,262
262,Мангистауская,2025,76.87524376811595,755.2,480.0,263
263,Мангистауская,2025,76.92733159420291,755.3,482.5,264
264,Мангистауская,2025,76.97941942028986,755.4,485.0,265
265,Мангистауская,2025,77.0315072463768,755.5,487.5,266
266,Мангистауская,2025,77.08359507246375,755.6,490.0,267
267,Мангистауская,2025,77.1356828985507,755.7,492.5,268
268,Мангистауская,2025,77.18777072463766,755.8,495.0,269
269,Мангистауская,2025,77.2398585507246,755.9,497.5,270
260,Павлодарская,2025,73.73157681159421,783.0,468.0,261
261,Павлодарская,2025,73.7685215942029,783.1,470.1,262
262,Павлодарская,2025,73.8054663768116,783.2,472.2,263
263,Павлодарская,2025,73.84241115942028,783.3,474.3,264
264,Павлодарская,2025,73.87935594202898,783.4,476.4,265
265,Павлодарская,2025,73.91630072463767,783.5,478.5,266
266,Павлодарская,2025,73.95324550724635,783.6,480.6,267
267,Павлодарская,2025,73.99019028985505,783.7,482.7,268
268,Павлодарская,2025,74.02713507246374,783.8,484.8,269
269,Павлодарская,2025,74.06407985507244,783.9,486.9,270
260,Республика Казахстан ,2025,74.77949565217386,811.0,460.0,261
261,Республика Казахстан ,2025,74.818992173913,811.1,463.1,262
262,Республика Казахстан ,2025,74.85848869565214,811.2,466.2,263
263,Республика Казахстан ,2025,74.89798521739127,811.3,469.3,264
264,Республика Казахстан ,2025,74.9374817391304,811.4,472.4,265
265,Республика Казахстан ,2025,74.97697826086954,811.5,475.5,266
266,Республика Казахстан ,2025,75.01647478260868,811.6,478.6,267
267,Республика Казахстан ,2025,75.05597130434782,811.7,481.7,268
268,Республика Казахстан ,2025,75.09546782608695,811.8,484.8,269
269,Республика Казахстан ,2025,75.13496434782608,811.9,487.9,270
260,СКО,2025,72.32581014492757,839.0,462.0,261
261,СКО,2025,72.35917492753626,839.1,464.6,262
262,СКО,2025,72.39253971014496,839.2,467.2,263
263,СКО,2025,72.42590449275365,839.3,469.8,264
264,СКО,2025,72.45926927536235,839.4,472.4,265
265,СКО,2025,72.49263405797103,839.5,475.0,266
266,СКО,2025,72.52599884057972,839.6,477.6,267
267,СКО,2025,72.55936362318842,839.7,480.2,268
268,СКО,2025,72.5927284057971,839.8,482.8,269
269,СКО,2025,72.6260931884058,839.9,485.4,270
260,Туркестанская*,2025,74.17215072463773,867.0,467.0,261
261,Туркестанская*,2025,74.20225463768121,867.1,469.8,262
262,Туркестанская*,2025,74.23235855072468,867.2,472.6,263
263,Туркестанская*,2025,74.26246246376817,867.3,475.4,264
264,Туркестанская*,2025,74.29256637681165,867.4,478.2,265
265,Туркестанская*,2025,74.32267028985513,867.5,481.0,266
266,Туркестанская*,2025,74.3527742028986,867.6,483.8,267
267,Туркестанская*,2025,74.38287811594208,867.7,486.6,268
268,Туркестанская*,2025,74.41298202898557,867.8,489.4,269
269,Туркестанская*,2025,74.44308594202904,867.9,492.2,270
89,Шымкент,2025,71.67220952380946,951.9,480.2,81
88,Шымкент,2025,71.69946666666661,951.8,478.4,82
87,Шымкент,2025,71.72672380952375,951.7,476.6,83
86,Шымкент,2025,71.7539809523809,951.6,474.8,84
85,Шымкент,2025,71.78123809523805,951.5,473.0,85
84,Шымкент,2025,71.8084952380952,951.4,471.2,86
83,Шымкент,2025,71.83575238095236,951.3,469.4,87
82,Шымкент,2025,71.8630095238095,951.2,467.6,88
81,Шымкент,2025,71.89026666666665,951.1,465.8,89
80,Шымкент,2025,71.9175238095238,951.0,464.0,90
30,Ұлытау,2025,71.44,979.0,476.0,31
31,Ұлытау,2025,71.44,979.1,478.1,32
32,Ұлытау,2025,71.44,979.2,480.2,33
33,Ұлытау,2025,71.44,979.3,482.3,34
34,Ұлытау,2025,71.44,979.4,484.4,35
35,Ұлытау,2025,71.44,979.5,486.5,36
36,Ұлытау,2025,71.44,979.6,488.6,37
37,Ұлытау,2025,71.44,979.7,490.7,38
38,Ұлытау,2025,71.44,979.8,492.8,39
39,Ұлытау,2025,71.44,979.9,494.9,40
40,Абай,2026,73.8,420.0,486.0,41
41,Абай,2026,73.8,420.1,488.2,42
42,Абай,2026,73.8,420.2,490.4,43
43,Абай,2026,73.8,420.3,492.6,44
44,Абай,2026,73.8,420.4,494.8,45
45,Абай,2026,73.8,420.5,497.0,46
46,Абай,2026,73.8,420.6,499.2,47
47,Абай,2026,73.8,420.7,501.4,48
48,Абай,2026,73.8,420.8,503.6,49
49,Абай,2026,73.8,420.9,505.8,50
270,Акмолинская,2026,73.6655550724638,448.0,480.0,271
271,Акмолинская,2026,73.70740811594206,448.1,482.5,272
272,Акмолинская,2026,73.74926115942033,448.2,485.0,273
273,Акмолинская,2026,73.79111420289858,448.3,487.5,274
274,Акмолинская,2026,73.83296724637685,448.4,490.0,275
275,Акмолинская,2026,73.87482028985511,448.5,492.5,276
276,Акмолинская,2026,73.91667333333336,448.6,495.0,277
277,Акмолинская,2026,73.95852637681163,448.7,497.5,278
278,Акмолинская,2026,74.00037942028989,448.8,500.0,279
279,Акмолинская,2026,74.04223246376816,448.9,502.5,280
270,Актюбинская,2026,76.58463043478253,476.0,494.0,271
271,Актюбинская,2026,76.6334586956521,476.1,495.5,272
272,Актюбинская,2026,76.68228695652166,476.2,497.0,273
273,Актюбинская,2026,76.73111521739125,476.3,498.5,274
274,Актюбинская,2026,76.77994347826082,476.4,500.0,275
275,Актюбинская,2026,76.82877173913039,476.5,501.5,276
276,Актюбинская,2026,76.87759999999996,476.6,503.0,277
277,Актюбинская,2026,76.92642826086953,476.7,504.5,278
278,Актюбинская,2026,76.97525652173911,476.8,506.0,279
279,Актюбинская,2026,77.02408478260868,476.9,507.5,280
270,Алматинская,2026,74.77089999999998,504.0,484.0,271
271,Алматинская,2026,74.80443,504.1,487.0,272
272,Алматинская,2026,74.83796,504.2,490.0,273
273,Алматинская,2026,74.87149000000001,504.3,493.0,274
274,Алматинская,2026,74.90502000000001,504.4,496.0,275
275,Алматинская,2026,74.93855000000002,504.5,499.0,276
276,Алматинская,2026,74.97208000000003,504.6,502.0,277
277,Алматинская,2026,75.00561000000003,504.7,505.0,278
278,Алматинская,2026,75.03914000000005,504.8,508.0,279
279,Алматинская,2026,75.07267000000004,504.9,511.0,280
270,Алматы,2026,78.04083333333335,896.0,498.0,271
271,Алматы,2026,78.08133333333335,896.1,498.8,272
272,Алматы,2026,78.12183333333334,896.2,499.6,273
273,Алматы,2026,78.16233333333335,896.3,500.4,274
274,Алматы,2026,78.20283333333334,896.4,501.2,275
275,Алматы,2026,78.24333333333334,896.5,502.0,276
276,Алматы,2026,78.28383333333333,896.6,502.8,277
277,Алматы,2026,78.32433333333333,896.7,503.6,278
278,Алматы,2026,78.36483333333334,896.8,504.4,279
279,Алматы,2026,78.40533333333333,896.9,505.2,280
270,Астана,2026,78.0490565217392,924.0,490.0,271
271,Астана,2026,78.08230043478268,924.1,491.3,272
272,Астана,2026,78.11554434782616,924.2,492.6,273
273,Астана,2026,78.14878826086962,924.3,493.9,274
274,Астана,2026,78.1820321739131,924.4,495.2,275
275,Астана,2026,78.21527608695658,924.5,496.5,276
276,Астана,2026,78.24852000000006,924.6,497.8,277
277,Астана,2026,78.28176391304353,924.7,499.1,278
278,Астана,2026,78.315007826087,924.8,500.4,279
279,Астана,2026,78.34825173913048,924.9,501.7,280
270,Атырауская,2026,75.60078695652169,532.0,481.0,271
271,Атырауская,2026,75.64442913043473,532.1,484.6,272
272,Атырауская,2026,75.68807130434777,532.2,488.2,273
273,Атырауская,2026,75.73171347826082,532.3,491.8,274
274,Атырауская,2026,75.77535565217386,532.4,495.4,275
275,Атырауская,2026,75.8189978260869,532.5,499.0,276
276,Атырауская,2026,75.86263999999994,532.6,502.6,277
277,Атырауская,2026,75.90628217391298,532.7,506.2,278
278,Атырауская,2026,75.94992434782603,532.8,509.8,279
279,Атырауская,2026,75.99356652173907,532.9,513.4,280
270,ВКО,2026,73.86697681159421,560.0,485.0,271
271,ВКО,2026,73.90482289855073,560.1,486.9,272
272,ВКО,2026,73.94266898550725,560.2,488.8,273
273,ВКО,2026,73.98051507246376,560.3,490.7,274
274,ВКО,2026,74.01836115942028,560.4,492.6,275
275,ВКО,2026,74.0562072463768,560.5,494.5,276
276,ВКО,2026,74.09405333333332,560.6,496.4,277
277,ВКО,2026,74.13189942028984,560.7,498.3,278
278,ВКО,2026,74.16974550724635,560.8,500.2,279
279,ВКО,2026,74.20759159420287,560.9,502.1,280
270,Жамбылская,2026,74.21234637681164,588.0,487.0,271
271,Жамбылская,2026,74.24536420289859,588.1,490.1,272
272,Жамбылская,2026,74.27838202898553,588.2,493.2,273
273,Жамбылская,2026,74.3113998550725,588.3,496.3,274
274,Жамбылская,2026,74.34441768115944,588.4,499.4,275
275,Жамбылская,2026,74.37743550724639,588.5,502.5,276
276,Жамбылская,2026,74.41045333333334,588.6,505.6,277
277,Жамбылская,2026,74.44347115942028,588.7,508.7,278
278,Жамбылская,2026,74.47648898550725,588.8,511.8,279
279,Жамбылская,2026,74.50950681159419,588.9,514.9,280
40,Жетісу,2026,74.38,616.0,492.0,41
41,Жетісу,2026,74.38,616.1,494.3,42
42,Жетісу,2026,74.38,616.2,496.6,43
43,Жетісу,2026,74.38,616.3,498.9,44
44,Жетісу,2026,74.38,616.4,501.2,45
45,Жетісу,2026,74.38,616.5,503.5,46
46,Жетісу,2026,74.38,616.6,505.8,47
47,Жетісу,2026,74.38,616.7,508.1,48
48,Жетісу,2026,74.38,616.8,510.4,49
49,Жетісу,2026,74.38,616.9,512.7,50
270,ЗКО,2026,74.68850000000009,644.0,499.0,271
271,ЗКО,2026,74.72670000000008,644.1,500.1,272
272,ЗКО,2026,74.76490000000008,644.2,501.2,273
273,ЗКО,2026,74.80310000000007,644.3,502.3,274
274,ЗКО,2026,74.84130000000007,644.4,503.4,275
275,ЗКО,2026,74.87950000000006,644.5,504.5,276
276,ЗКО,2026,74.91770000000005,644.6,505.6,277
277,ЗКО,2026,74.95590000000006,644.7,506.7,278
278,ЗКО,2026,74.99410000000005,644.8,507.8,279
279,ЗКО,2026,75.03230000000005,644.9,508.9,280
270,Карагандинская,2026,73.84129565217381,672.0,483.0,271
271,Карагандинская,2026,73.88343304347816,672.1,486.7,272
272,Карагандинская,2026,73.9255704347825,672.2,490.4,273
273,Карагандинская,2026,73.96770782608685,672.3,494.1,274
274,Карагандинская,2026,74.00984521739119,672.4,497.8,275
275,Карагандинская,2026,74.05198260869554,672.5,501.5,276
276,Карагандинская,2026,74.09411999999989,672.6,505.2,277
277,Карагандинская,2026,74.13625739130423,672.7,508.9,278
278,Карагандинская,2026,74.17839478260858,672.8,512.6,279
279,Карагандинская,2026,74.22053217391291,672.9,516.3,280
270,Костанайская,2026,73.87290724637683,700.0,493.0,271
271,Костанайская,2026,73.90979159420291,700.1,493.9,272
272,Костанайская,2026,73.94667594202899,700.2,494.8,273
273,Костанайская,2026,73.98356028985508,700.3,495.7,274
274,Костанайская,2026,74.02044463768115,700.4,496.6,275
275,Костанайская,2026,74.05732898550724,700.5,497.5,276
276,Костанайская,2026,74.09421333333333,700.6,498.4,277
277,Костанайская,2026,74.1310976811594,700.7,499.3,278
278,Костанайская,2026,74.16798202898549,700.8,500.2,279
279,Костанайская,2026,74.20486637681157,700.9,501.1,280
270,Кызылординская,2026,74.7144188405797,728.0,496.0,271
271,Кызылординская,2026,74.75163014492753,728.1,498.0,272
272,Кызылординская,2026,74.78884144927535,728.2,500.0,273
273,Кызылординская,2026,74.82605275362319,728.3,502.0,274
274,Кызылординская,2026,74.86326405797101,728.4,504.0,275
275,Кызылординская,2026,74.90047536231884,728.5,506.0,276
276,Кызылординская,2026,74.93768666666668,728.6,508.0,277
277,Кызылординская,2026,74.9748979710145,728.7,510.0,278
278,Кызылординская,2026,75.01210927536233,728.8,512.0,279
279,Кызылординская,2026,75.04932057971016,728.9,514.0,280
270,Мангистауская,2026,77.29194637681155,756.0,500.0,271
271,Мангистауская,2026,77.3440342028985,756.1,501.1,272
272,Мангистауская,2026,77.39612202898545,756.2,502.2,273
273,Мангистауская,2026,77.4482098550724,756.3,503.3,274
274,Мангистауская,2026,77.50029768115935,756.4,504.4,275
275,Мангистауская,2026,77.5523855072463,756.5,505.5,276
276,Мангистауская,2026,77.60447333333325,756.6,506.6,277
277,Мангистауская,2026,77.65656115942019,756.7,507.7,278
278,Мангистауская,2026,77.70864898550715,756.8,508.8,279
279,Мангистауская,2026,77.7607368115941,756.9,509.9,280
270,Павлодарская,2026,74.10102463768112,784.0,489.0,271
271,Павлодарская,2026,74.13796942028982,784.1,491.4,272
272,Павлодарская,2026,74.17491420289852,784.2,493.8,273
273,Павлодарская,2026,74.21185898550723,784.3,496.2,274
274,Павлодарская,2026,74.24880376811593,784.4,498.6,275
275,Павлодарская,2026,74.28574855072463,784.5,501.0,276
276,Павлодарская,2026,74.32269333333333,784.6,503.4,277
277,Павлодарская,2026,74.35963811594203,784.7,505.8,278
278,Павлодарская,2026,74.39658289855075,784.8,508.2,279
279,Павлодарская,2026,74.43352768115945,784.9,510.6,280
270,Республика Казахстан ,2026,75.17446086956522,812.0,491.0,271
271,Республика Казахстан ,2026,75.21395739130435,812.1,494.0,272
272,Республика Казахстан ,2026,75.25345391304347,812.2,497.0,273
273,Республика Казахстан ,2026,75.2929504347826,812.3,500.0,274
274,Республика Казахстан ,2026,75.33244695652172,812.4,503.0,275
275,Республика Казахстан ,2026,75.37194347826085,812.5,506.0,276
276,Республика Казахстан ,2026,75.41143999999997,812.6,509.0,277
277,Республика Казахстан ,2026,75.4509365217391,812.7,512.0,278
278,Республика Казахстан ,2026,75.49043304347822,812.8,515.0,279
279,Республика Казахстан ,2026,75.52992956521734,812.9,518.0,280
270,СКО,2026,72.65945797101449,840.0,488.0,271
271,СКО,2026,72.69282275362319,840.1,489.3,272
272,СКО,2026,72.72618753623189,840.2,490.6,273
273,СКО,2026,72.7595523188406,840.3,491.9,274
274,СКО,2026,72.7929171014493,840.4,493.2,275
275,СКО,2026,72.826281884058,840.5,494.5,276
276,СКО,2026,72.8596466666667,840.6,495.8,277
277,СКО,2026,72.8930114492754,840.7,497.1,278
278,СКО,2026,72.92637623188412,840.8,498.4,279
279,СКО,2026,72.95974101449282,840.9,499.7,280
270,Туркестанская*,2026,74.47318985507252,868.0,495.0,271
271,Туркестанская*,2026,74.503293768116,868.1,496.2,272
272,Туркестанская*,2026,74.53339768115947,868.2,497.4,273
273,Туркестанская*,2026,74.56350159420296,868.3,498.6,274
274,Туркестанская*,2026,74.59360550724644,868.4,499.8,275
275,Туркестанская*,2026,74.62370942028991,868.5,501.0,276
276,Туркестанская*,2026,74.65381333333339,868.6,502.2,277
277,Туркестанская*,2026,74.68391724637686,868.7,503.4,278
278,Туркестанская*,2026,74.71402115942035,868.8,504.6,279
279,Туркестанская*,2026,74.74412507246383,868.9,505.8,280
99,Шымкент,2026,71.39963809523806,952.9,515.3,91
98,Шымкент,2026,71.4268952380952,952.8,511.6,92
97,Шымкент,2026,71.45415238095234,952.7,507.9,93
96,Шымкент,2026,71.48140952380948,952.6,504.2,94
95,Шымкент,2026,71.50866666666661,952.5,500.5,95
94,Шымкент,2026,71.53592380952375,952.4,496.8,96
93,Шымкент,2026,71.56318095238089,952.3,493.1,97
92,Шымкент,2026,71.59043809523803,952.2,489.4,98
91,Шымкент,2026,71.61769523809517,952.1,485.7,99
90,Шымкент,2026,71.6449523809523,952.0,482.0,100
40,Ұлытау,2026,71.44,980.0,497.0,41
41,Ұлытау,2026,71.44,980.1,498.5,42
42,Ұлытау,2026,71.44,980.2,500.0,43
43,Ұлытау,2026,71.44,980.3,501.5,44
44,Ұлытау,2026,71.44,980.4,503.0,45
45,Ұлытау,2026,71.44,980.5,504.5,46
46,Ұлытау,2026,71.44,980.6,506.0,47
47,Ұлытау,2026,71.44,980.7,507.5,48
48,Ұлытау,2026,71.44,980.8,509.0,49
49,Ұлытау,2026,71.44,980.9,510.5,50
50,Абай,2027,73.8,421.0,508.0,51
51,Абай,2027,73.8,421.1,511.2,52
52,Абай,2027,73.8,421.2,514.4,53
53,Абай,2027,73.8,421.3,517.6,54
54,Абай,2027,73.8,421.4,520.8,55
55,Абай,2027,73.8,421.5,524.0,56
56,Абай,2027,73.8,421.6,527.2,57
57,Абай,2027,73.8,421.7,530.4,58
58,Абай,2027,73.8,421.8,533.6,59
59,Абай,2027,73.8,421.9,536.8,60
280,Акмолинская,2027,74.08408550724641,449.0,505.0,281
281,Акмолинская,2027,74.12593855072467,449.1,506.8,282
282,Акмолинская,2027,74.16779159420294,449.2,508.6,283
283,Акмолинская,2027,74.2096446376812,449.3,510.4,284
284,Акмолинская,2027,74.25149768115946,449.4,512.2,285
285,Акмолинская,2027,74.29335072463772,449.5,514.0,286
286,Акмолинская,2027,74.33520376811597,449.6,515.8,287
287,Акмолинская,2027,74.37705681159424,449.7,517.6,288
288,Акмолинская,2027,74.4189098550725,449.8,519.4,289
289,Акмолинская,2027,74.46076289855077,449.9,521.2,290
280,Актюбинская,2027,77.07291304347825,477.0,509.0,281
281,Актюбинская,2027,77.12174130434781,477.1,511.6,282
282,Актюбинская,2027,77.17056956521738,477.2,514.2,283
283,Актюбинская,2027,77.21939782608693,477.3,516.8,284
284,Актюбинская,2027,77.2682260869565,477.4,519.4,285
285,Актюбинская,2027,77.31705434782606,477.5,522.0,286
286,Актюбинская,2027,77.36588260869561,477.6,524.6,287
287,Актюбинская,2027,77.41471086956518,477.7,527.2,288
288,Актюбинская,2027,77.46353913043474,477.8,529.8,289
289,Актюбинская,2027,77.51236739130431,477.9,532.4,290
280,Алматинская,2027,75.10620000000006,505.0,514.0,281
281,Алматинская,2027,75.13973000000006,505.1,516.2,282
282,Алматинская,2027,75.17326000000006,505.2,518.4,283
283,Алматинская,2027,75.20679000000004,505.3,520.6,284
284,Алматинская,2027,75.24032000000004,505.4,522.8,285
285,Алматинская,2027,75.27385000000004,505.5,525.0,286
286,Алматинская,2027,75.30738000000004,505.6,527.2,287
287,Алматинская,2027,75.34091000000004,505.7,529.4,288
288,Алматинская,2027,75.37444000000002,505.8,531.6,289
289,Алматинская,2027,75.40797000000002,505.9,533.8,290
280,Алматы,2027,78.44583333333333,897.0,506.0,281
281,Алматы,2027,78.48633333333332,897.1,509.3,282
282,Алматы,2027,78.52683333333331,897.2,512.6,283
283,Алматы,2027,78.56733333333332,897.3,515.9,284
284,Алматы,2027,78.60783333333332,897.4,519.2,285
285,Алматы,2027,78.64833333333331,897.5,522.5,286
286,Алматы,2027,78.6888333333333,897.6,525.8,287
287,Алматы,2027,78.7293333333333,897.7,529.1,288
288,Алматы,2027,78.76983333333331,897.8,532.4,289
289,Алматы,2027,78.8103333333333,897.9,535.7,290
