,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
220,Павлодарская,2021,68.93,,389.0,221
221,Павлодарская,2021,69.32700000000001,,391.0,222
222,Павлодарская,2021,69.724,,393.0,223
223,Павлодарская,2021,70.12100000000001,,395.0,224
224,Павлодарская,2021,70.518,,397.0,225
225,Павлодарская,2021,70.915,,399.0,226
226,Павлодарская,2021,71.31200000000001,,401.0,227
227,Павлодарская,2021,71.709,,403.0,228
228,Павлодарская,2021,72.10600000000001,,405.0,229
229,Павлодарская,2021,72.503,,407.0,230
220,Республика Казахстан ,2021,70.23,,378.0,221
221,Республика Казахстан ,2021,70.65100000000001,,379.8,222
222,Республика Казахстан ,2021,71.072,,381.6,223
223,Республика Казахстан ,2021,71.493,,383.4,224
224,Республика Казахстан ,2021,71.914,,385.2,225
225,Республика Казахстан ,2021,72.33500000000001,,387.0,226
226,Республика Казахстан ,2021,72.756,,388.8,227
227,Республика Казахстан ,2021,73.17699999999999,,390.6,228
228,Республика Казахстан ,2021,73.598,,392.4,229
229,Республика Казахстан ,2021,74.019,,394.2,230
220,СКО,2021,68.57,,390.0,221
221,СКО,2021,68.94,,392.0,222
222,СКО,2021,69.30999999999999,,394.0,223
223,СКО,2021,69.67999999999999,,396.0,224
224,СКО,2021,70.05,,398.0,225
225,СКО,2021,70.41999999999999,,400.0,226
226,СКО,2021,70.78999999999999,,402.0,227
227,СКО,2021,71.16,,404.0,228
228,СКО,2021,71.53,,406.0,229
229,СКО,2021,71.89999999999999,,408.0,230
220,Туркестанская*,2021,70.18,,391.0,221
221,Туркестанская*,2021,70.66600000000001,,393.0,222
222,Туркестанская*,2021,71.152,,395.0,223
223,Туркестанская*,2021,71.638,,397.0,224
224,Туркестанская*,2021,72.12400000000001,,399.0,225
225,Туркестанская*,2021,72.61000000000001,,401.0,226
226,Туркестанская*,2021,73.096,,403.0,227
227,Туркестанская*,2021,73.58200000000001,,405.0,228
228,Туркестанская*,2021,74.06800000000001,,407.0,229
229,Туркестанская*,2021,74.554,,409.0,230
40,Шымкент,2021,70.49,,395.0,41
41,Шымкент,2021,71.002,,397.1,42
42,Шымкент,2021,71.514,,399.2,43
43,Шымкент,2021,72.026,,401.3,44
44,Шымкент,2021,72.538,,403.4,45
45,Шымкент,2021,73.05,,405.5,46
46,Шымкент,2021,73.562,,407.6,47
47,Шымкент,2021,74.074,,409.7,48
48,Шымкент,2021,74.586,,411.8,49
49,Шымкент,2021,75.098,,413.9,50
0,Абай,2022,73.8,,397.0,1
1,Абай,2022,73.8,,400.4,2
2,Абай,2022,73.8,,403.8,3
3,Абай,2022,73.8,,407.2,4
4,Абай,2022,73.8,,410.6,5
5,Абай,2022,73.8,,414.0,6
6,Абай,2022,73.8,,417.4,7
7,Абай,2022,73.8,,420.8,8
8,Абай,2022,73.8,,424.2,9
9,Абай,2022,73.8,,427.6,10
239,Акмолинская,2022,72.51696739130438,,419.6,231
238,Акмолинская,2022,72.62397101449278,,417.2,232
237,Акмолинская,2022,72.73097463768119,,414.8,233
236,Акмолинская,2022,72.83797826086959,,412.4,234
235,Акмолинская,2022,72.944981884058,,410.0,235
234,Акмолинская,2022,73.05198550724639,,407.6,236
233,Акмолинская,2022,73.15898913043479,,405.2,237
232,Акмолинская,2022,73.2659927536232,,402.8,238
231,Акмолинская,2022,73.3729963768116,,400.4,239
230,Акмолинская,2022,73.48,,398.0,240
230,Актюбинская,2022,74.85,,399.0,231
231,Актюбинская,2022,74.87697826086955,,402.1,232
232,Актюбинская,2022,74.9039565217391,,405.2,233
233,Актюбинская,2022,74.93093478260867,,408.3,234
234,Актюбинская,2022,74.95791304347823,,411.4,235
235,Актюбинская,2022,74.98489130434778,,414.5,236
236,Актюбинская,2022,75.01186956521734,,417.6,237
237,Актюбинская,2022,75.0388478260869,,420.7,238
238,Актюбинская,2022,75.06582608695646,,423.8,239
239,Актюбинская,2022,75.09280434782602,,426.9,240
239,Алматинская,2022,73.7755,,415.3,231
238,Алматинская,2022,73.78599999999999,,413.6,232
237,Алматинская,2022,73.7965,,411.9,233
236,Алматинская,2022,73.80699999999999,,410.2,234
235,Алматинская,2022,73.8175,,408.5,235
234,Алматинская,2022,73.828,,406.8,236
233,Алматинская,2022,73.8385,,405.1,237
232,Алматинская,2022,73.849,,403.4,238
231,Алматинская,2022,73.8595,,401.7,239
230,Алматинская,2022,73.87,,400.0,240
239,Алматы,2022,76.87525,,431.2,231
238,Алматы,2022,76.92466666666665,,429.4,232
237,Алматы,2022,76.97408333333333,,427.6,233
236,Алматы,2022,77.02349999999998,,425.8,234
235,Алматы,2022,77.07291666666666,,424.0,235
234,Алматы,2022,77.12233333333333,,422.2,236
233,Алматы,2022,77.17174999999999,,420.4,237
232,Алматы,2022,77.22116666666666,,418.6,238
231,Алматы,2022,77.27058333333332,,416.8,239
230,Алматы,2022,77.32,,415.0,240
239,Астана,2022,77.07656521739136,,432.9,231
238,Астана,2022,77.10139130434787,,430.8,232
237,Астана,2022,77.12621739130438,,428.7,233
236,Астана,2022,77.1510434782609,,426.6,234
235,Астана,2022,77.17586956521743,,424.5,235
234,Астана,2022,77.20069565217393,,422.4,236
233,Астана,2022,77.22552173913044,,420.3,237
232,Астана,2022,77.25034782608697,,418.2,238
231,Астана,2022,77.27517391304349,,416.1,239
230,Астана,2022,77.3,,414.0,240
239,Атырауская,2022,74.32836956521737,,425.3,231
238,Атырауская,2022,74.36521739130433,,422.6,232
237,Атырауская,2022,74.4020652173913,,419.9,233
236,Атырауская,2022,74.43891304347825,,417.2,234
235,Атырауская,2022,74.4757608695652,,414.5,235
234,Атырауская,2022,74.51260869565216,,411.8,236
233,Атырауская,2022,74.54945652173912,,409.1,237
232,Атырауская,2022,74.58630434782609,,406.4,238
231,Атырауская,2022,74.62315217391304,,403.7,239
230,Атырауская,2022,74.66,,401.0,240
230,ВКО,2022,72.37,,413.0,231
231,ВКО,2022,72.40615942028987,,413.6,232
232,ВКО,2022,72.44231884057972,,414.2,233
233,ВКО,2022,72.47847826086958,,414.8,234
234,ВКО,2022,72.51463768115943,,415.4,235
235,ВКО,2022,72.55079710144929,,416.0,236
236,ВКО,2022,72.58695652173915,,416.6,237
237,ВКО,2022,72.623115942029,,417.2,238
238,ВКО,2022,72.65927536231887,,417.8,239
239,ВКО,2022,72.69543478260871,,418.4,240
239,Жамбылская,2022,73.38663043478262,,418.3,231
238,Жамбылская,2022,73.55144927536233,,416.6,232
237,Жамбылская,2022,73.71626811594203,,414.9,233
236,Жамбылская,2022,73.88108695652174,,413.2,234
235,Жамбылская,2022,74.04590579710145,,411.5,235
234,Жамбылская,2022,74.21072463768117,,409.8,236
233,Жамбылская,2022,74.37554347826088,,408.1,237
232,Жамбылская,2022,74.54036231884058,,406.4,238
231,Жамбылская,2022,74.70518115942029,,404.7,239
230,Жамбылская,2022,74.87,,403.0,240
0,Жетісу,2022,74.38,,404.0,1
1,Жетісу,2022,74.38,,405.7,2
2,Жетісу,2022,74.38,,407.4,3
3,Жетісу,2022,74.38,,409.1,4
4,Жетісу,2022,74.38,,410.8,5
5,Жетісу,2022,74.38,,412.5,6
6,Жетісу,2022,74.38,,414.2,7
7,Жетісу,2022,74.38,,415.9,8
8,Жетісу,2022,74.38,,417.6,9
9,Жетісу,2022,74.38,,419.3,10
239,ЗКО,2022,73.56425000000011,,420.9,231
238,ЗКО,2022,73.58600000000011,,418.8,232
237,ЗКО,2022,73.6077500000001,,416.7,233
236,ЗКО,2022,73.62950000000008,,414.6,234
235,ЗКО,2022,73.65125000000006,,412.5,235
234,ЗКО,2022,73.67300000000006,,410.4,236
233,ЗКО,2022,73.69475000000004,,408.3,237
232,ЗКО,2022,73.71650000000002,,406.2,238
231,ЗКО,2022,73.73825000000002,,404.1,239
230,ЗКО,2022,73.76,,402.0,240
230,Карагандинская,2022,72.3,,405.0,231
231,Карагандинская,2022,72.32771739130435,,406.9,232
232,Карагандинская,2022,72.35543478260868,,408.8,233
233,Карагандинская,2022,72.38315217391303,,410.7,234
234,Карагандинская,2022,72.41086956521738,,412.6,235
235,Карагандинская,2022,72.43858695652173,,414.5,236
236,Карагандинская,2022,72.46630434782607,,416.4,237
237,Карагандинская,2022,72.49402173913042,,418.3,238
238,Карагандинская,2022,72.52173913043477,,420.2,239
239,Карагандинская,2022,72.5494565217391,,422.1,240
230,Костанайская,2022,72.68,,406.0,231
231,Костанайская,2022,72.68863768115943,,407.9,232
232,Костанайская,2022,72.69727536231885,,409.8,233
233,Костанайская,2022,72.70591304347828,,411.7,234
234,Костанайская,2022,72.71455072463769,,413.6,235
235,Костанайская,2022,72.72318840579712,,415.5,236
236,Костанайская,2022,72.73182608695654,,417.4,237
237,Костанайская,2022,72.74046376811596,,419.3,238
238,Костанайская,2022,72.74910144927539,,421.2,239
239,Костанайская,2022,72.7577391304348,,423.1,240
239,Кызылординская,2022,73.65927173913043,,424.1,231
238,Кызылординская,2022,73.72046376811595,,422.2,232
237,Кызылординская,2022,73.78165579710145,,420.3,233
236,Кызылординская,2022,73.84284782608695,,418.4,234
235,Кызылординская,2022,73.90403985507245,,416.5,235
234,Кызылординская,2022,73.96523188405797,,414.6,236
233,Кызылординская,2022,74.02642391304347,,412.7,237
232,Кызылординская,2022,74.08761594202898,,410.8,238
231,Кызылординская,2022,74.14880797101449,,408.9,239
230,Кызылординская,2022,74.21,,407.0,240
239,Мангистауская,2022,75.73938043478256,,425.1,231
238,Мангистауская,2022,75.74944927536227,,423.2,232
237,Мангистауская,2022,75.75951811594199,,421.3,233
236,Мангистауская,2022,75.7695869565217,,419.4,234
235,Мангистауская,2022,75.77965579710141,,417.5,235
234,Мангистауская,2022,75.78972463768113,,415.6,236
233,Мангистауская,2022,75.79979347826085,,413.7,237
232,Мангистауская,2022,75.80986231884057,,411.8,238
231,Мангистауская,2022,75.81993115942028,,409.9,239
230,Мангистауская,2022,75.83,,408.0,240
230,Павлодарская,2022,72.9,,409.0,231
231,Павлодарская,2022,72.90926811594203,,409.9,232
232,Павлодарская,2022,72.91853623188406,,410.8,233
233,Павлодарская,2022,72.92780434782608,,411.7,234
234,Павлодарская,2022,72.93707246376812,,412.6,235
235,Павлодарская,2022,72.94634057971014,,413.5,236
236,Павлодарская,2022,72.95560869565216,,414.4,237
237,Павлодарская,2022,72.9648768115942,,415.3,238
238,Павлодарская,2022,72.97414492753622,,416.2,239
239,Павлодарская,2022,72.98341304347825,,417.1,240
239,Республика Казахстан ,2022,74.03460869565214,,425.7,231
238,Республика Казахстан ,2022,74.079652173913,,422.4,232
237,Республика Казахстан ,2022,74.12469565217388,,419.1,233
236,Республика Казахстан ,2022,74.16973913043475,,415.8,234
235,Республика Казахстан ,2022,74.21478260869563,,412.5,235
234,Республика Казахстан ,2022,74.25982608695651,,409.2,236
233,Республика Казахстан ,2022,74.30486956521737,,405.9,237
232,Республика Казахстан ,2022,74.34991304347825,,402.6,238
231,Республика Казахстан ,2022,74.39495652173912,,399.3,239
230,Республика Казахстан ,2022,74.44,,396.0,240
239,СКО,2022,71.71966304347826,,433.4,231
238,СКО,2022,71.7808115942029,,430.8,232
237,СКО,2022,71.84196014492754,,428.2,233
236,СКО,2022,71.90310869565218,,425.6,234
235,СКО,2022,71.9642572463768,,423.0,235
234,СКО,2022,72.02540579710144,,420.4,236
233,СКО,2022,72.08655434782608,,417.8,237
232,СКО,2022,72.14770289855072,,415.2,238
231,СКО,2022,72.20885144927536,,412.6,239
230,СКО,2022,72.27,,410.0,240
239,Туркестанская*,2022,73.71706521739134,,429.9,231
238,Туркестанская*,2022,73.86405797101453,,427.8,232
237,Туркестанская*,2022,74.01105072463771,,425.7,233
236,Туркестанская*,2022,74.1580434782609,,423.6,234
235,Туркестанская*,2022,74.30503623188409,,421.5,235
234,Туркестанская*,2022,74.45202898550727,,419.4,236
233,Туркестанская*,2022,74.59902173913045,,417.3,237
232,Туркестанская*,2022,74.74601449275363,,415.2,238
231,Туркестанская*,2022,74.89300724637683,,413.1,239
230,Туркестанская*,2022,75.04,,411.0,240
59,Шымкент,2022,72.77740000000001,,434.9,51
58,Шымкент,2022,73.09213333333334,,432.8,52
57,Шымкент,2022,73.40686666666667,,430.7,53
56,Шымкент,2022,73.72160000000001,,428.6,54
55,Шымкент,2022,74.03633333333335,,426.5,55
54,Шымкент,2022,74.35106666666667,,424.4,56
53,Шымкент,2022,74.6658,,422.3,57
52,Шымкент,2022,74.98053333333334,,420.2,58
51,Шымкент,2022,75.29526666666666,,418.1,59
50,Шымкент,2022,75.61,,416.0,60
0,Ұлытау,2022,71.44,,412.0,1
1,Ұлытау,2022,71.44,,414.2,2
2,Ұлытау,2022,71.44,,416.4,3
3,Ұлытау,2022,71.44,,418.6,4
4,Ұлытау,2022,71.44,,420.8,5
5,Ұлытау,2022,71.44,,423.0,6
6,Ұлытау,2022,71.44,,425.2,7
7,Ұлытау,2022,71.44,,427.4,8
8,Ұлытау,2022,71.44,,429.6,9
9,Ұлытау,2022,71.44,,431.8,10
10,Абай,2023,73.8,417.0,431.0,11
11,Абай,2023,73.8,417.1,433.7,12
12,Абай,2023,73.8,417.2,436.4,13
13,Абай,2023,73.8,417.3,439.1,14
14,Абай,2023,73.8,417.4,441.8,15
15,Абай,2023,73.8,417.5,444.5,16
16,Абай,2023,73.8,417.6,447.2,17
17,Абай,2023,73.8,417.7,449.9,18
18,Абай,2023,73.8,417.8,452.6,19
19,Абай,2023,73.8,417.9,455.3,20
240,Акмолинская,2023,72.40996376811597,445.0,422.0,241
241,Акмолинская,2023,72.45181681159423,445.1,425.5,242
242,Акмолинская,2023,72.4936698550725,445.2,429.0,243
243,Акмолинская,2023,72.53552289855075,445.3,432.5,244
244,Акмолинская,2023,72.57737594202902,445.4,436.0,245
245,Акмолинская,2023,72.61922898550728,445.5,439.5,246
246,Акмолинская,2023,72.66108202898553,445.6,443.0,247
247,Акмолинская,2023,72.7029350724638,445.7,446.5,248
248,Акмолинская,2023,72.74478811594206,445.8,450.0,249
249,Акмолинская,2023,72.78664115942033,445.9,453.5,250
240,Актюбинская,2023,75.11978260869557,473.0,430.0,241
