,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
245,Жетысу,2046,36,567.5,846.0,246
246,Жетысу,2046,36,567.6,847.6,247
247,Жетысу,2046,36,567.7,849.2,248
248,Жетысу,2046,36,567.8,850.8,249
249,Жетысу,2046,36,567.9,852.4,250
439,ЗКО,2046,-14,595.9,851.1,431
438,ЗКО,2046,-14,595.8,850.2,432
437,ЗКО,2046,-14,595.7,849.3,433
436,ЗКО,2046,-14,595.6,848.4,434
435,ЗКО,2046,-14,595.5,847.5,435
434,ЗКО,2046,-13,595.4,846.6,436
433,ЗКО,2046,-13,595.3,845.7,437
432,ЗКО,2046,-13,595.2,844.8,438
431,ЗКО,2046,-13,595.1,843.9,439
430,ЗКО,2046,-13,595.0,843.0,440
439,Карагандинская,2046,20,623.9,859.0,431
438,Карагандинская,2046,20,623.8,858.0,432
437,Карагандинская,2046,20,623.7,857.0,433
436,Карагандинская,2046,20,623.6,856.0,434
435,Карагандинская,2046,21,623.5,855.0,435
434,Карагандинская,2046,21,623.4,854.0,436
433,Карагандинская,2046,21,623.3,853.0,437
432,Карагандинская,2046,21,623.2,852.0,438
431,Карагандинская,2046,21,623.1,851.0,439
430,Карагандинская,2046,22,623.0,850.0,440
439,Костанайская,2046,19,651.9,852.4,431
438,Костанайская,2046,19,651.8,851.8,432
437,Костанайская,2046,19,651.7,851.2,433
436,Костанайская,2046,19,651.6,850.6,434
435,Костанайская,2046,19,651.5,850.0,435
434,Костанайская,2046,19,651.4,849.4,436
433,Костанайская,2046,19,651.3,848.8,437
432,Костанайская,2046,19,651.2,848.2,438
431,Костанайская,2046,19,651.1,847.6,439
430,Костанайская,2046,20,651.0,847.0,440
439,Кызылординская,2046,-16,679.9,861.2,431
438,Кызылординская,2046,-16,679.8,859.4,432
437,Кызылординская,2046,-16,679.7,857.6,433
436,Кызылординская,2046,-16,679.6,855.8,434
435,Кызылординская,2046,-16,679.5,854.0,435
434,Кызылординская,2046,-15,679.4,852.2,436
433,Кызылординская,2046,-15,679.3,850.4,437
432,Кызылординская,2046,-15,679.2,848.6,438
431,Кызылординская,2046,-15,679.1,846.8,439
430,Кызылординская,2046,-15,679.0,845.0,440
430,Мангистауская,2046,24,707.0,844.0,431
431,Мангистауская,2046,24,707.1,845.8,432
432,Мангистауская,2046,24,707.2,847.6,433
433,Мангистауская,2046,24,707.3,849.4,434
434,Мангистауская,2046,24,707.4,851.2,435
435,Мангистауская,2046,24,707.5,853.0,436
436,Мангистауская,2046,24,707.6,854.8,437
437,Мангистауская,2046,24,707.7,856.6,438
438,Мангистауская,2046,24,707.8,858.4,439
439,Мангистауская,2046,24,707.9,860.2,440
439,Павлодарская,2046,-20,735.9,858.6,431
438,Павлодарская,2046,-20,735.8,856.2,432
437,Павлодарская,2046,-20,735.7,853.8,433
436,Павлодарская,2046,-20,735.6,851.4,434
435,Павлодарская,2046,-20,735.5,849.0,435
