,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
110,Алматинская,2014,90,,190.0,120
119,Атырауская,2014,36,,206.3,111
118,Атырауская,2014,36,,204.6,112
117,Атырауская,2014,36,,202.9,113
116,Атырауская,2014,36,,201.2,114
115,Атырауская,2014,36,,199.5,115
114,Атырауская,2014,36,,197.8,116
113,Атырауская,2014,36,,196.1,117
112,Атырауская,2014,36,,194.4,118
111,Атырауская,2014,36,,192.7,119
110,Атырауская,2014,37,,191.0,120
119,ВКО,2014,88,,216.3,111
118,ВКО,2014,88,,214.6,112
117,ВКО,2014,89,,212.9,113
116,ВКО,2014,89,,211.2,114
115,ВКО,2014,90,,209.5,115
114,ВКО,2014,90,,207.8,116
113,ВКО,2014,90,,206.1,117
112,ВКО,2014,91,,204.4,118
111,ВКО,2014,91,,202.7,119
110,ВКО,2014,92,,201.0,120
110,Жамбылская,2014,56,,193.0,111
111,Жамбылская,2014,56,,194.7,112
112,Жамбылская,2014,56,,196.4,113
113,Жамбылская,2014,56,,198.1,114
114,Жамбылская,2014,56,,199.8,115
115,Жамбылская,2014,56,,201.5,116
116,Жамбылская,2014,56,,203.2,117
117,Жамбылская,2014,56,,204.9,118
118,Жамбылская,2014,56,,206.6,119
119,Жамбылская,2014,56,,208.3,120
119,ЗКО,2014,37,,207.3,111
118,ЗКО,2014,37,,205.6,112
117,ЗКО,2014,37,,203.9,113
116,ЗКО,2014,37,,202.2,114
115,ЗКО,2014,37,,200.5,115
114,ЗКО,2014,37,,198.8,116
113,ЗКО,2014,37,,197.1,117
112,ЗКО,2014,37,,195.4,118
111,ЗКО,2014,37,,193.7,119
110,ЗКО,2014,38,,192.0,120
119,Карагандинская,2014,83,,209.3,111
118,Карагандинская,2014,84,,207.6,112
117,Карагандинская,2014,84,,205.9,113
116,Карагандинская,2014,85,,204.2,114
115,Карагандинская,2014,85,,202.5,115
114,Карагандинская,2014,86,,200.8,116
113,Карагандинская,2014,86,,199.1,117
112,Карагандинская,2014,87,,197.4,118
111,Карагандинская,2014,87,,195.7,119
110,Карагандинская,2014,88,,194.0,120
119,Костанайская,2014,51,,210.3,111
118,Костанайская,2014,51,,208.6,112
117,Костанайская,2014,51,,206.9,113
116,Костанайская,2014,51,,205.2,114
115,Костанайская,2014,52,,203.5,115
114,Костанайская,2014,52,,201.8,116
113,Костанайская,2014,52,,200.1,117
112,Костанайская,2014,52,,198.4,118
111,Костанайская,2014,52,,196.7,119
110,Костанайская,2014,53,,195.0,120
119,Кызылординская,2014,50,,211.3,111
118,Кызылординская,2014,50,,209.6,112
117,Кызылординская,2014,50,,207.9,113
116,Кызылординская,2014,50,,206.2,114
115,Кызылординская,2014,50,,204.5,115
114,Кызылординская,2014,50,,202.8,116
113,Кызылординская,2014,50,,201.1,117
112,Кызылординская,2014,50,,199.4,118
111,Кызылординская,2014,50,,197.7,119
110,Кызылординская,2014,51,,196.0,120
110,Мангистауская,2014,29,,197.0,111
111,Мангистауская,2014,29,,198.7,112
112,Мангистауская,2014,29,,200.4,113
113,Мангистауская,2014,29,,202.1,114
114,Мангистауская,2014,29,,203.8,115
115,Мангистауская,2014,29,,205.5,116
116,Мангистауская,2014,29,,207.2,117
117,Мангистауская,2014,29,,208.9,118
118,Мангистауская,2014,29,,210.6,119
119,Мангистауская,2014,29,,212.3,120
119,Павлодарская,2014,42,,213.3,111
118,Павлодарская,2014,42,,211.6,112
117,Павлодарская,2014,42,,209.9,113
116,Павлодарская,2014,42,,208.2,114
115,Павлодарская,2014,42,,206.5,115
114,Павлодарская,2014,42,,204.8,116
113,Павлодарская,2014,42,,203.1,117
112,Павлодарская,2014,42,,201.4,118
111,Павлодарская,2014,42,,199.7,119
110,Павлодарская,2014,43,,198.0,120
119,Республика Казахстан,2014,902,,202.3,111
118,Республика Казахстан,2014,903,,200.6,112
117,Республика Казахстан,2014,904,,198.9,113
116,Республика Казахстан,2014,905,,197.2,114
115,Республика Казахстан,2014,906,,195.5,115
114,Республика Казахстан,2014,907,,193.8,116
113,Республика Казахстан,2014,908,,192.1,117
112,Республика Казахстан,2014,909,,190.4,118
111,Республика Казахстан,2014,910,,188.7,119
110,Республика Казахстан,2014,911,,187.0,120
119,СКО,2014,28,,214.3,111
118,СКО,2014,28,,212.6,112
117,СКО,2014,28,,210.9,113
116,СКО,2014,28,,209.2,114
115,СКО,2014,28,,207.5,115
114,СКО,2014,28,,205.8,116
113,СКО,2014,28,,204.1,117
112,СКО,2014,28,,202.4,118
111,СКО,2014,28,,200.7,119
110,СКО,2014,29,,199.0,120
110,Туркестанская**,2014,118,,200.0,111
111,Туркестанская**,2014,118,,201.7,112
112,Туркестанская**,2014,118,,203.4,113
113,Туркестанская**,2014,119,,205.1,114
114,Туркестанская**,2014,119,,206.8,115
115,Туркестанская**,2014,120,,208.5,116
116,Туркестанская**,2014,120,,210.2,117
117,Туркестанская**,2014,120,,211.9,118
118,Туркестанская**,2014,121,,213.6,119
119,Туркестанская**,2014,121,,215.3,120
110,город Алматы,2014,72,,203.0,111
111,город Алматы,2014,72,,204.7,112
112,город Алматы,2014,72,,206.4,113
113,город Алматы,2014,73,,208.1,114
114,город Алматы,2014,73,,209.8,115
115,город Алматы,2014,74,,211.5,116
116,город Алматы,2014,74,,213.2,117
117,город Алматы,2014,74,,214.9,118
118,город Алматы,2014,75,,216.6,119
119,город Алматы,2014,75,,218.3,120
110,город Астана,2014,27,,202.0,111
111,город Астана,2014,27,,203.7,112
112,город Астана,2014,27,,205.4,113
113,город Астана,2014,28,,207.1,114
114,город Астана,2014,28,,208.8,115
115,город Астана,2014,29,,210.5,116
116,город Астана,2014,29,,212.2,117
117,город Астана,2014,29,,213.9,118
118,город Астана,2014,30,,215.6,119
119,город Астана,2014,30,,217.3,120
129,Акмолинская,2015,37,,220.3,121
128,Акмолинская,2015,37,,218.6,122
127,Акмолинская,2015,37,,216.9,123
126,Акмолинская,2015,37,,215.2,124
125,Акмолинская,2015,37,,213.5,125
124,Акмолинская,2015,37,,211.8,126
123,Акмолинская,2015,37,,210.1,127
122,Акмолинская,2015,37,,208.4,128
121,Акмолинская,2015,37,,206.7,129
120,Акмолинская,2015,38,,205.0,130
120,Актюбинская,2015,47,,206.0,121
121,Актюбинская,2015,47,,207.7,122
122,Актюбинская,2015,47,,209.4,123
123,Актюбинская,2015,47,,211.1,124
124,Актюбинская,2015,47,,212.8,125
125,Актюбинская,2015,47,,214.5,126
126,Актюбинская,2015,47,,216.2,127
127,Актюбинская,2015,47,,217.9,128
128,Актюбинская,2015,47,,219.6,129
129,Актюбинская,2015,47,,221.3,130
120,Алматинская,2015,86,,207.0,121
121,Алматинская,2015,86,,208.7,122
122,Алматинская,2015,86,,210.4,123
123,Алматинская,2015,86,,212.1,124
124,Алматинская,2015,86,,213.8,125
125,Алматинская,2015,86,,215.5,126
126,Алматинская,2015,86,,217.2,127
127,Алматинская,2015,86,,218.9,128
128,Алматинская,2015,86,,220.6,129
129,Алматинская,2015,86,,222.3,130
129,Атырауская,2015,35,,223.3,121
128,Атырауская,2015,35,,221.6,122
127,Атырауская,2015,35,,219.9,123
126,Атырауская,2015,35,,218.2,124
125,Атырауская,2015,35,,216.5,125
124,Атырауская,2015,35,,214.8,126
123,Атырауская,2015,35,,213.1,127
122,Атырауская,2015,35,,211.4,128
121,Атырауская,2015,35,,209.7,129
120,Атырауская,2015,36,,208.0,130
129,ВКО,2015,81,,233.3,121
128,ВКО,2015,82,,231.6,122
127,ВКО,2015,83,,229.9,123
126,ВКО,2015,83,,228.2,124
125,ВКО,2015,84,,226.5,125
124,ВКО,2015,85,,224.8,126
123,ВКО,2015,85,,223.1,127
122,ВКО,2015,86,,221.4,128
121,ВКО,2015,87,,219.7,129
120,ВКО,2015,88,,218.0,130
129,Жамбылская,2015,52,,225.3,121
128,Жамбылская,2015,53,,223.6,122
127,Жамбылская,2015,53,,221.9,123
126,Жамбылская,2015,54,,220.2,124
125,Жамбылская,2015,54,,218.5,125
124,Жамбылская,2015,55,,216.8,126
123,Жамбылская,2015,55,,215.1,127
122,Жамбылская,2015,56,,213.4,128
121,Жамбылская,2015,56,,211.7,129
120,Жамбылская,2015,57,,210.0,130
129,ЗКО,2015,32,,224.3,121
128,ЗКО,2015,33,,222.6,122
127,ЗКО,2015,33,,220.9,123
126,ЗКО,2015,34,,219.2,124
125,ЗКО,2015,34,,217.5,125
124,ЗКО,2015,35,,215.8,126
123,ЗКО,2015,35,,214.1,127
122,ЗКО,2015,36,,212.4,128
121,ЗКО,2015,36,,210.7,129
120,ЗКО,2015,37,,209.0,130
129,Карагандинская,2015,78,,226.3,121
128,Карагандинская,2015,79,,224.6,122
127,Карагандинская,2015,79,,222.9,123
126,Карагандинская,2015,80,,221.2,124
125,Карагандинская,2015,80,,219.5,125
124,Карагандинская,2015,81,,217.8,126
123,Карагандинская,2015,81,,216.1,127
122,Карагандинская,2015,82,,214.4,128
121,Карагандинская,2015,82,,212.7,129
120,Карагандинская,2015,83,,211.0,130
129,Костанайская,2015,49,,227.3,121
128,Костанайская,2015,49,,225.6,122
127,Костанайская,2015,49,,223.9,123
126,Костанайская,2015,49,,222.2,124
125,Костанайская,2015,50,,220.5,125
124,Костанайская,2015,50,,218.8,126
123,Костанайская,2015,50,,217.1,127
122,Костанайская,2015,50,,215.4,128
121,Костанайская,2015,50,,213.7,129
120,Костанайская,2015,51,,212.0,130
129,Кызылординская,2015,48,,228.3,121
128,Кызылординская,2015,48,,226.6,122
127,Кызылординская,2015,48,,224.9,123
126,Кызылординская,2015,48,,223.2,124
125,Кызылординская,2015,49,,221.5,125
124,Кызылординская,2015,49,,219.8,126
123,Кызылординская,2015,49,,218.1,127
122,Кызылординская,2015,49,,216.4,128
121,Кызылординская,2015,49,,214.7,129
120,Кызылординская,2015,50,,213.0,130
129,Мангистауская,2015,28,,229.3,121
128,Мангистауская,2015,28,,227.6,122
127,Мангистауская,2015,28,,225.9,123
126,Мангистауская,2015,28,,224.2,124
125,Мангистауская,2015,28,,222.5,125
124,Мангистауская,2015,28,,220.8,126
123,Мангистауская,2015,28,,219.1,127
122,Мангистауская,2015,28,,217.4,128
121,Мангистауская,2015,28,,215.7,129
120,Мангистауская,2015,29,,214.0,130
120,Павлодарская,2015,42,,215.0,121
121,Павлодарская,2015,42,,216.7,122
122,Павлодарская,2015,42,,218.4,123
123,Павлодарская,2015,42,,220.1,124
124,Павлодарская,2015,42,,221.8,125
125,Павлодарская,2015,42,,223.5,126
126,Павлодарская,2015,42,,225.2,127
127,Павлодарская,2015,42,,226.9,128
128,Павлодарская,2015,42,,228.6,129
129,Павлодарская,2015,42,,230.3,130
129,Республика Казахстан,2015,879,,219.3,121
128,Республика Казахстан,2015,881,,217.6,122
127,Республика Казахстан,2015,884,,215.9,123
126,Республика Казахстан,2015,886,,214.2,124
125,Республика Казахстан,2015,889,,212.5,125
124,Республика Казахстан,2015,891,,210.8,126
123,Республика Казахстан,2015,893,,209.1,127
122,Республика Казахстан,2015,896,,207.4,128
121,Республика Казахстан,2015,898,,205.7,129
120,Республика Казахстан,2015,901,,204.0,130
129,СКО,2015,26,,231.3,121
128,СКО,2015,26,,229.6,122
127,СКО,2015,26,,227.9,123
126,СКО,2015,26,,226.2,124
125,СКО,2015,27,,224.5,125
124,СКО,2015,27,,222.8,126
123,СКО,2015,27,,221.1,127
122,СКО,2015,27,,219.4,128
121,СКО,2015,27,,217.7,129
120,СКО,2015,28,,216.0,130
120,Туркестанская**,2015,122,,217.0,121
121,Туркестанская**,2015,122,,218.7,122
122,Туркестанская**,2015,122,,220.4,123
123,Туркестанская**,2015,122,,222.1,124
124,Туркестанская**,2015,122,,223.8,125
125,Туркестанская**,2015,123,,225.5,126
126,Туркестанская**,2015,123,,227.2,127
127,Туркестанская**,2015,123,,228.9,128
128,Туркестанская**,2015,123,,230.6,129
129,Туркестанская**,2015,123,,232.3,130
120,город Алматы,2015,76,,220.0,121
121,город Алматы,2015,76,,221.7,122
122,город Алматы,2015,76,,223.4,123
123,город Алматы,2015,76,,225.1,124
124,город Алматы,2015,77,,226.8,125
125,город Алматы,2015,77,,228.5,126
126,город Алматы,2015,77,,230.2,127
127,город Алматы,2015,78,,231.9,128
128,город Алматы,2015,78,,233.6,129
129,город Алматы,2015,78,,235.3,130
120,город Астана,2015,31,,219.0,121
121,город Астана,2015,31,,220.7,122
122,город Астана,2015,31,,222.4,123
123,город Астана,2015,31,,224.1,124
124,город Астана,2015,31,,225.8,125
125,город Астана,2015,31,,227.5,126
126,город Астана,2015,31,,229.2,127
127,город Астана,2015,31,,230.9,128
128,город Астана,2015,31,,232.6,129
129,город Астана,2015,31,,234.3,130
130,Акмолинская,2016,37,,222.0,131
131,Акмолинская,2016,37,,223.7,132
132,Акмолинская,2016,37,,225.4,133
133,Акмолинская,2016,37,,227.1,134
134,Акмолинская,2016,37,,228.8,135
135,Акмолинская,2016,37,,230.5,136
136,Акмолинская,2016,37,,232.2,137
137,Акмолинская,2016,37,,233.9,138
138,Акмолинская,2016,37,,235.6,139
139,Акмолинская,2016,37,,237.3,140
139,Актюбинская,2016,45,,238.3,131
138,Актюбинская,2016,45,,236.6,132
137,Актюбинская,2016,45,,234.9,133
136,Актюбинская,2016,45,,233.2,134
135,Актюбинская,2016,46,,231.5,135
134,Актюбинская,2016,46,,229.8,136
133,Актюбинская,2016,46,,228.1,137
132,Актюбинская,2016,46,,226.4,138
131,Актюбинская,2016,46,,224.7,139
130,Актюбинская,2016,47,,223.0,140
139,Алматинская,2016,85,,239.3,131
138,Алматинская,2016,85,,237.6,132
137,Алматинская,2016,85,,235.9,133
136,Алматинская,2016,85,,234.2,134
135,Алматинская,2016,86,,232.5,135
134,Алматинская,2016,86,,230.8,136
133,Алматинская,2016,86,,229.1,137
132,Алматинская,2016,86,,227.4,138
131,Алматинская,2016,86,,225.7,139
130,Алматинская,2016,87,,224.0,140
139,Атырауская,2016,29,,240.3,131
138,Атырауская,2016,30,,238.6,132
137,Атырауская,2016,30,,236.9,133
136,Атырауская,2016,31,,235.2,134
135,Атырауская,2016,32,,233.5,135
134,Атырауская,2016,32,,231.8,136
133,Атырауская,2016,33,,230.1,137
132,Атырауская,2016,33,,228.4,138
131,Атырауская,2016,34,,226.7,139
130,Атырауская,2016,35,,225.0,140
139,ВКО,2016,80,,250.3,131
138,ВКО,2016,80,,248.6,132
137,ВКО,2016,80,,246.9,133
136,ВКО,2016,80,,245.2,134
135,ВКО,2016,80,,243.5,135
134,ВКО,2016,80,,241.8,136
133,ВКО,2016,80,,240.1,137
132,ВКО,2016,80,,238.4,138
131,ВКО,2016,80,,236.7,139
130,ВКО,2016,81,,235.0,140
139,Жамбылская,2016,51,,242.3,131
138,Жамбылская,2016,51,,240.6,132
137,Жамбылская,2016,51,,238.9,133
136,Жамбылская,2016,51,,237.2,134
135,Жамбылская,2016,51,,235.5,135
134,Жамбылская,2016,51,,233.8,136
133,Жамбылская,2016,51,,232.1,137
132,Жамбылская,2016,51,,230.4,138
131,Жамбылская,2016,51,,228.7,139
130,Жамбылская,2016,52,,227.0,140
139,ЗКО,2016,31,,241.3,131
138,ЗКО,2016,31,,239.6,132
137,ЗКО,2016,31,,237.9,133
136,ЗКО,2016,31,,236.2,134
135,ЗКО,2016,31,,234.5,135
134,ЗКО,2016,31,,232.8,136
133,ЗКО,2016,31,,231.1,137
132,ЗКО,2016,31,,229.4,138
131,ЗКО,2016,31,,227.7,139
130,ЗКО,2016,32,,226.0,140
130,Карагандинская,2016,78,,228.0,131
131,Карагандинская,2016,78,,229.7,132
132,Карагандинская,2016,78,,231.4,133
133,Карагандинская,2016,78,,233.1,134
134,Карагандинская,2016,79,,234.8,135
135,Карагандинская,2016,79,,236.5,136
136,Карагандинская,2016,79,,238.2,137
137,Карагандинская,2016,80,,239.9,138
138,Карагандинская,2016,80,,241.6,139
139,Карагандинская,2016,80,,243.3,140
139,Костанайская,2016,47,,244.3,131
138,Костанайская,2016,47,,242.6,132
137,Костанайская,2016,47,,240.9,133
136,Костанайская,2016,47,,239.2,134
135,Костанайская,2016,48,,237.5,135
134,Костанайская,2016,48,,235.8,136
133,Костанайская,2016,48,,234.1,137
132,Костанайская,2016,48,,232.4,138
131,Костанайская,2016,48,,230.7,139
130,Костанайская,2016,49,,229.0,140
139,Кызылординская,2016,47,,245.3,131
138,Кызылординская,2016,47,,243.6,132
137,Кызылординская,2016,47,,241.9,133
136,Кызылординская,2016,47,,240.2,134
135,Кызылординская,2016,47,,238.5,135
134,Кызылординская,2016,47,,236.8,136
133,Кызылординская,2016,47,,235.1,137
132,Кызылординская,2016,47,,233.4,138
131,Кызылординская,2016,47,,231.7,139
130,Кызылординская,2016,48,,230.0,140
130,Мангистауская,2016,28,,231.0,131
131,Мангистауская,2016,28,,232.7,132
132,Мангистауская,2016,28,,234.4,133
133,Мангистауская,2016,28,,236.1,134
134,Мангистауская,2016,28,,237.8,135
135,Мангистауская,2016,28,,239.5,136
136,Мангистауская,2016,28,,241.2,137
137,Мангистауская,2016,28,,242.9,138
138,Мангистауская,2016,28,,244.6,139
139,Мангистауская,2016,28,,246.3,140
139,Павлодарская,2016,38,,247.3,131
138,Павлодарская,2016,38,,245.6,132
137,Павлодарская,2016,39,,243.9,133
136,Павлодарская,2016,39,,242.2,134
135,Павлодарская,2016,40,,240.5,135
134,Павлодарская,2016,40,,238.8,136
133,Павлодарская,2016,40,,237.1,137
132,Павлодарская,2016,41,,235.4,138
131,Павлодарская,2016,41,,233.7,139
130,Павлодарская,2016,42,,232.0,140
139,Республика Казахстан,2016,855,,236.3,131
138,Республика Казахстан,2016,857,,234.6,132
137,Республика Казахстан,2016,860,,232.9,133
136,Республика Казахстан,2016,862,,231.2,134
135,Республика Казахстан,2016,865,,229.5,135
134,Республика Казахстан,2016,867,,227.8,136
133,Республика Казахстан,2016,869,,226.1,137
132,Республика Казахстан,2016,872,,224.4,138
131,Республика Казахстан,2016,874,,222.7,139
130,Республика Казахстан,2016,877,,221.0,140
139,СКО,2016,25,,248.3,131
138,СКО,2016,25,,246.6,132
137,СКО,2016,25,,244.9,133
136,СКО,2016,25,,243.2,134
135,СКО,2016,25,,241.5,135
134,СКО,2016,25,,239.8,136
133,СКО,2016,25,,238.1,137
132,СКО,2016,25,,236.4,138
131,СКО,2016,25,,234.7,139
130,СКО,2016,26,,233.0,140
139,Туркестанская**,2016,117,,249.3,131
138,Туркестанская**,2016,118,,247.6,132
137,Туркестанская**,2016,119,,245.9,133
136,Туркестанская**,2016,119,,244.2,134
135,Туркестанская**,2016,120,,242.5,135
134,Туркестанская**,2016,121,,240.8,136
133,Туркестанская**,2016,121,,239.1,137
132,Туркестанская**,2016,122,,237.4,138
131,Туркестанская**,2016,123,,235.7,139
130,Туркестанская**,2016,124,,234.0,140
130,город Алматы,2016,79,,237.0,131
131,город Алматы,2016,79,,238.7,132
132,город Алматы,2016,79,,240.4,133
133,город Алматы,2016,79,,242.1,134
134,город Алматы,2016,79,,243.8,135
135,город Алматы,2016,79,,245.5,136
136,город Алматы,2016,79,,247.2,137
137,город Алматы,2016,79,,248.9,138
138,город Алматы,2016,79,,250.6,139
139,город Алматы,2016,79,,252.3,140
130,город Астана,2016,32,,236.0,131
131,город Астана,2016,32,,237.7,132
132,город Астана,2016,32,,239.4,133
133,город Астана,2016,32,,241.1,134
134,город Астана,2016,32,,242.8,135
135,город Астана,2016,32,,244.5,136
136,город Астана,2016,32,,246.2,137
137,город Астана,2016,32,,247.9,138
138,город Астана,2016,32,,249.6,139
139,город Астана,2016,32,,251.3,140
149,Акмолинская,2017,30,,254.3,141
148,Акмолинская,2017,31,,252.6,142
147,Акмолинская,2017,32,,250.9,143
146,Акмолинская,2017,32,,249.2,144
145,Акмолинская,2017,33,,247.5,145
144,Акмолинская,2017,34,,245.8,146
143,Акмолинская,2017,34,,244.1,147
142,Акмолинская,2017,35,,242.4,148
141,Акмолинская,2017,36,,240.7,149
140,Акмолинская,2017,37,,239.0,150
140,Актюбинская,2017,45,,240.0,141
141,Актюбинская,2017,45,,241.7,142
142,Актюбинская,2017,45,,243.4,143
143,Актюбинская,2017,45,,245.1,144
144,Актюбинская,2017,45,,246.8,145
145,Актюбинская,2017,45,,248.5,146
146,Актюбинская,2017,45,,250.2,147
147,Актюбинская,2017,45,,251.9,148
148,Актюбинская,2017,45,,253.6,149
149,Актюбинская,2017,45,,255.3,150
149,Алматинская,2017,83,,256.3,141
148,Алматинская,2017,83,,254.6,142
147,Алматинская,2017,83,,252.9,143
146,Алматинская,2017,83,,251.2,144
145,Алматинская,2017,84,,249.5,145
144,Алматинская,2017,84,,247.8,146
143,Алматинская,2017,84,,246.1,147
142,Алматинская,2017,84,,244.4,148
141,Алматинская,2017,84,,242.7,149
140,Алматинская,2017,85,,241.0,150
149,Атырауская,2017,28,,257.3,141
148,Атырауская,2017,28,,255.6,142
147,Атырауская,2017,28,,253.9,143
146,Атырауская,2017,28,,252.2,144
145,Атырауская,2017,28,,250.5,145
144,Атырауская,2017,28,,248.8,146
143,Атырауская,2017,28,,247.1,147
142,Атырауская,2017,28,,245.4,148
141,Атырауская,2017,28,,243.7,149
140,Атырауская,2017,29,,242.0,150
140,ВКО,2017,80,,252.0,141
141,ВКО,2017,80,,253.7,142
142,ВКО,2017,80,,255.4,143
143,ВКО,2017,80,,257.1,144
144,ВКО,2017,80,,258.8,145
145,ВКО,2017,80,,260.5,146
146,ВКО,2017,80,,262.2,147
147,ВКО,2017,80,,263.9,148
148,ВКО,2017,80,,265.6,149
149,ВКО,2017,80,,267.3,150
149,Жамбылская,2017,48,,259.3,141
148,Жамбылская,2017,48,,257.6,142
147,Жамбылская,2017,48,,255.9,143
146,Жамбылская,2017,49,,254.2,144
145,Жамбылская,2017,49,,252.5,145
144,Жамбылская,2017,49,,250.8,146
143,Жамбылская,2017,50,,249.1,147
142,Жамбылская,2017,50,,247.4,148
141,Жамбылская,2017,50,,245.7,149
140,Жамбылская,2017,51,,244.0,150
149,ЗКО,2017,29,,258.3,141
148,ЗКО,2017,29,,256.6,142
147,ЗКО,2017,29,,254.9,143
146,ЗКО,2017,29,,253.2,144
145,ЗКО,2017,30,,251.5,145
144,ЗКО,2017,30,,249.8,146
143,ЗКО,2017,30,,248.1,147
142,ЗКО,2017,30,,246.4,148
141,ЗКО,2017,30,,244.7,149
140,ЗКО,2017,31,,243.0,150
149,Карагандинская,2017,76,,260.3,141
148,Карагандинская,2017,77,,258.6,142
147,Карагандинская,2017,77,,256.9,143
146,Карагандинская,2017,78,,255.2,144
145,Карагандинская,2017,78,,253.5,145
144,Карагандинская,2017,79,,251.8,146
143,Карагандинская,2017,79,,250.1,147
142,Карагандинская,2017,80,,248.4,148
141,Карагандинская,2017,80,,246.7,149
140,Карагандинская,2017,81,,245.0,150
149,Костанайская,2017,46,,261.3,141
148,Костанайская,2017,46,,259.6,142
147,Костанайская,2017,46,,257.9,143
146,Костанайская,2017,46,,256.2,144
145,Костанайская,2017,46,,254.5,145
144,Костанайская,2017,46,,252.8,146
143,Костанайская,2017,46,,251.1,147
142,Костанайская,2017,46,,249.4,148
141,Костанайская,2017,46,,247.7,149
140,Костанайская,2017,47,,246.0,150
140,Кызылординская,2017,47,,247.0,141
141,Кызылординская,2017,47,,248.7,142
142,Кызылординская,2017,47,,250.4,143
143,Кызылординская,2017,47,,252.1,144
144,Кызылординская,2017,47,,253.8,145
145,Кызылординская,2017,47,,255.5,146
146,Кызылординская,2017,47,,257.2,147
147,Кызылординская,2017,47,,258.9,148
148,Кызылординская,2017,47,,260.6,149
149,Кызылординская,2017,47,,262.3,150
149,Мангистауская,2017,28,,263.3,141
148,Мангистауская,2017,28,,261.6,142
147,Мангистауская,2017,28,,259.9,143
146,Мангистауская,2017,28,,258.2,144
145,Мангистауская,2017,28,,256.5,145
144,Мангистауская,2017,28,,254.8,146
143,Мангистауская,2017,28,,253.1,147
142,Мангистауская,2017,28,,251.4,148
141,Мангистауская,2017,28,,249.7,149
140,Мангистауская,2017,29,,248.0,150
149,Павлодарская,2017,36,,264.3,141
148,Павлодарская,2017,36,,262.6,142
147,Павлодарская,2017,36,,260.9,143
146,Павлодарская,2017,36,,259.2,144
145,Павлодарская,2017,37,,257.5,145
144,Павлодарская,2017,37,,255.8,146
143,Павлодарская,2017,37,,254.1,147
142,Павлодарская,2017,37,,252.4,148
141,Павлодарская,2017,37,,250.7,149
140,Павлодарская,2017,38,,249.0,150
149,Республика Казахстан,2017,794,,253.3,141
148,Республика Казахстан,2017,801,,251.6,142
147,Республика Казахстан,2017,807,,249.9,143
146,Республика Казахстан,2017,814,,248.2,144
145,Республика Казахстан,2017,820,,246.5,145
144,Республика Казахстан,2017,827,,244.8,146
143,Республика Казахстан,2017,833,,243.1,147
142,Республика Казахстан,2017,840,,241.4,148
141,Республика Казахстан,2017,846,,239.7,149
140,Республика Казахстан,2017,853,,238.0,150
149,СКО,2017,24,,265.3,141
148,СКО,2017,24,,263.6,142
147,СКО,2017,24,,261.9,143
146,СКО,2017,24,,260.2,144
145,СКО,2017,24,,258.5,145
144,СКО,2017,24,,256.8,146
143,СКО,2017,24,,255.1,147
142,СКО,2017,24,,253.4,148
141,СКО,2017,24,,251.7,149
140,СКО,2017,25,,250.0,150
149,Туркестанская**,2017,47,,266.3,141
148,Туркестанская**,2017,55,,264.6,142
147,Туркестанская**,2017,63,,262.9,143
146,Туркестанская**,2017,70,,261.2,144
145,Туркестанская**,2017,78,,259.5,145
144,Туркестанская**,2017,86,,257.8,146
143,Туркестанская**,2017,93,,256.1,147
142,Туркестанская**,2017,101,,254.4,148
141,Туркестанская**,2017,109,,252.7,149
140,Туркестанская**,2017,117,,251.0,150
140,город Алматы,2017,79,,254.0,141
141,город Алматы,2017,79,,255.7,142
142,город Алматы,2017,80,,257.4,143
143,город Алматы,2017,81,,259.1,144
144,город Алматы,2017,82,,260.8,145
145,город Алматы,2017,83,,262.5,146
146,город Алматы,2017,83,,264.2,147
147,город Алматы,2017,84,,265.9,148
148,город Алматы,2017,85,,267.6,149
149,город Алматы,2017,86,,269.3,150
140,город Астана,2017,32,,253.0,141
141,город Астана,2017,32,,254.7,142
142,город Астана,2017,32,,256.4,143
143,город Астана,2017,32,,258.1,144
144,город Астана,2017,32,,259.8,145
145,город Астана,2017,33,,261.5,146
146,город Астана,2017,33,,263.2,147
147,город Астана,2017,33,,264.9,148
148,город Астана,2017,33,,266.6,149
149,город Астана,2017,33,,268.3,150
159,Акмолинская,2018,27,,272.2,151
158,Акмолинская,2018,27,,270.4,152
157,Акмолинская,2018,27,,268.6,153
156,Акмолинская,2018,28,,266.8,154
155,Акмолинская,2018,28,,265.0,155
154,Акмолинская,2018,28,,263.2,156
153,Акмолинская,2018,29,,261.4,157
152,Акмолинская,2018,29,,259.6,158
151,Акмолинская,2018,29,,257.8,159
150,Акмолинская,2018,30,,256.0,160
159,Актюбинская,2018,44,,273.2,151
158,Актюбинская,2018,44,,271.4,152
157,Актюбинская,2018,44,,269.6,153
156,Актюбинская,2018,44,,267.8,154
155,Актюбинская,2018,45,,266.0,155
154,Актюбинская,2018,45,,264.2,156
153,Актюбинская,2018,45,,262.4,157
152,Актюбинская,2018,45,,260.6,158
151,Актюбинская,2018,45,,258.8,159
150,Актюбинская,2018,46,,257.0,160
159,Алматинская,2018,79,,274.2,151
158,Алматинская,2018,79,,272.4,152
157,Алматинская,2018,80,,270.6,153
156,Алматинская,2018,80,,268.8,154
155,Алматинская,2018,81,,267.0,155
154,Алматинская,2018,81,,265.2,156
153,Алматинская,2018,81,,263.4,157
152,Алматинская,2018,82,,261.6,158
151,Алматинская,2018,82,,259.8,159
150,Алматинская,2018,83,,258.0,160
150,Атырауская,2018,28,,259.0,151
